id,context,question,answer0,answer1,answer2,answer3,label
3OJX0UFJ0Z54TL3UHX8Z0PXD0SKU9E##3UN61F00HXNWYQ7V0G6F8I1FH0E5RE##ARB80JPV0HQ5O##Blog_1567727##q1_a1##374UMBUHN5NRR6V8TCSGXJCJODRTC7,"we went out to China City which was incredibly quiet . After car jockying , we all , My husband , Sara , Dan and Mollye and the new friend Joe , were drinking around a fire . Not long after , Shorey and Ian showed up . I have not laughed this hard in years , basically at Ian and Shoreys joke about Dan 's manhood .",What may happen if you were nt drinking ?,We would have gotten drunk at the party .,None of the above choices .,The party would happen years into the future .,The party would not have taken place at all .,1
3UXQ63NLAC0ZSDU4Q16US6KT6RNLBA##3EF8EXOTT4AV79M6BL7UVZQG89BJ1O##A2RUHO7I7Y4XFA##Blog_1275536##q1_a1##3SR6AEG6W77TJP4P985G8PPNAS7HY7,"This is the newest motivational poster up at my local Curves . It was a full house this morning ( odd for a Saturday ) and while I was waiting for the lady in front of me to vacate the machine I needed , I snapped a photo of this . I have to admit it is pretty clever ! And I have to admit that on this Saturday morning I thought twice about going in - but I felt way better afterwards !",What happened after visiting the Curves ?,I felt bad because of the lady 's machine .,I was in a much better mood .,I felt bad because I had to wait .,I felt worse because it was a full house .,1
3UXQ63NLAC0ZSDU4Q16US6KT6RNLBA##3EF8EXOTT4AV79M6BL7UVZQG89BJ1O##A2RUHO7I7Y4XFA##Blog_1275536##q1_a2##3M93N4X8HM1SE9N6Y2GC2GH16ZFJS0,"This is the newest motivational poster up at my local Curves . It was a full house this morning ( odd for a Saturday ) and while I was waiting for the lady in front of me to vacate the machine I needed , I snapped a photo of this . I have to admit it is pretty clever ! And I have to admit that on this Saturday morning I thought twice about going in - but I felt way better afterwards !",What happened after visiting the Curves ?,I felt worse because it was a full house .,I felt bad because of the lady 's machine .,I felt bad because I had to wait .,None of the above choices .,3
3VEI3XUCZRVX5GRKUS9RH4A8ZX4RP9##3HHRAGRYX93C20HRBE2SQ31CWJH9OS##AUTYWXILTACCR##Blog_978529##q1_a1##32PT7WK7DOTBR62ZYRT0RAEB89S3D4,i never have the will or energy to get up and do anything . if i had my way i would sleep all day and never get out of bed . lord knows what would happen if i go back to school . i would probably sleep through all my classes and fail out of school .,What is a likely reason that the student is experiencing these difficulties in mood ?,None of the above choices .,"They appear to be suffering from clinical depression , probably through no fault of their own","They are hungover from several cumulative nights of excessive drinking , which have led to this","These symptoms are a result of their poor planning skills , they are n't gettitng quality sleep and it makes them lazy",1
3QMELQS6Y7P4PZ8MZUMI327ZXCJ6R3##3W92K5RLWXW3MMNJTXNP1DERFW1V5L##A3PPLDHC3CG0YN##Blog_391737##q1_a1##3OQQD2WO8KKSZHILQ5UBI7UP14BI3F,"So , my sister just had baby number two . She went in for a checkup today and they decided to induce labor due to one complication or another . A few hours after being induced labor began and ended quite quickly . So quickly in fact that my mother who had went to take their other son to her house for some rest did n't have time to get back to the hospital .",What may be the reason why it was n't long before baby number two entered the world ?,They took supplements that helped the baby come out faster .,They knew how to breathe to make it go quicker .,"After baby number one , it usually takes less time for the babies to be born .",They had to have a c - section .,2
3IHWR4LC7DBZ6PPKIOD7HQERNRLI8C##39O5D9O87UQPE9V840SR4Q497DA3CU##AOBTFLJU2BEPR##Blog_1188728##q1_a1##3NQUW096N8MG4KF7SHSY10P2HA39L6,"haha ... I fooled around a bit with my atoms and I actually got to see all my atoms before the one - week break ! ha ... You see , 3rd period would only be for 15 min , before they were released for pre - concert recess . I actually intended to disappear for the 15 min I would have for my Carbon atoms .",What will happen after 3rd period ends ?,None of the above choices .,3rd period will begin .,The Pre - Concert Recess will begin .,"2nd period will begin ,",2
3IHWR4LC7DBZ6PPKIOD7HQERNRLI8C##39O5D9O87UQPE9V840SR4Q497DA3CU##AOBTFLJU2BEPR##Blog_1188728##q1_a2##3VEI3XUCZTBCZ5QREQLR92YGS69PR6,"haha ... I fooled around a bit with my atoms and I actually got to see all my atoms before the one - week break ! ha ... You see , 3rd period would only be for 15 min , before they were released for pre - concert recess . I actually intended to disappear for the 15 min I would have for my Carbon atoms .",What will happen after 3rd period ends ?,The Pre - Concert Recess will start .,None of the above choices .,3rd period will begin .,"2nd period will begin ,",0
3XBXDSS888HRBRYYBZMCP5NCVHKXLZ##3RXPCZQMQQ96LIXYJIAR6OAR9CNG18##A3HII8DX9SINOU##Blog_255594##q1_a1##3QREJ3J435B0LGYYWEJNR93ISCQLK3,"It 's been a month exactly since I last posted . I ' ve been pretty busy since then with school , but I ' ve had this week off , except for working . to be honest I ' ve gotten quite bored .",What may have happened if there is no week off or the week off request from school was not granted ?,I would still be bored,I would have time to write reviews,None of the above choices .,I would have been assigned tasks that is certain to keep me occupied .,3
3K2CEDRACDFJUH66QZYUSD53A9WTM1##3KRVW3HTZQ0L21RLR1Z67S56X3XMSO##A3PPLDHC3CG0YN##Blog_1277145##q1_a1##3S1L4CQSFZJ89BFGYC302IV2QZDAF1,"At first , her parents thought it was just a knack she had for finding keys and lost rings . Then the headaches started , and a routine bloodtest showed she was carrying the mutant gene . Her ' knack ' for finding lost keys and rings was actually a mutation .",What may have happened if the mutant gene was not found ?,They would feel better about their situation .,The headaches would 've gotten worse .,The family would n't know that they have a mutant gene .,They could continue pretending everything is okay .,2
3CIS7GGG65HLOHUBP8OLS3YOSR3EUG##3MTMREQS4WGYCS0YU6723SPI6I8AWP##A1VYRD3HO2WDUN##Blog_150754##q1_a2##3VGET1QSZ2DS1V3DHY1GWFFCKUP7WX,"Dear Surf Gods , Thank you for serving up a bacchanal of hollow waves on Saturday morning . We checked the beach above first , noticed a growing crowd , and moved along . The next location was about twice as big and breaking twice as far out . As we paddled out into the glassy beachbreak , joining a friendly group of five guys , we counted our blessings . The swell continued to build and clean up , and we joined in on the feast .",What may happen if I did not move to the next location ?,It may take longer to surf to shore .,It may be easier to move around .,The surfing may not be as awesome .,The swell may be a lot bigger .,2
3BKZLF9901D6WI3SSYSAH3HNZXBYQO##320DUZ38GA1SBOC9T4SX2MUM77EJGN##AS5X6GRDJKWG3##Blog_524602##q2_a1##37G6BXQPLSZ8QDM1SXGGA0P7IJ0EQG,"This off - duty stripper walks by him and kind of trips over his foot , he takes the opportunity to poke fun at her a little bit , and she puts her hand up for a high five . High - fiving is a complete compliance test , and most guys right here would give her the five . Dusty puts his hand up in front of hers , makes her move toward him to finish the five , and then slowly backs his hand away to make it more difficult . When they finally finish the five , they wrap fingers , they 're laughing , and she has moved closer to him because she had to in order to reach his hand .",What may have happened before this situation ?,None of the above choices .,The man had asked the stripper on a date .,The man had hung out with the stripper .,The man had visited the stripper at the club .,3
3J6BHNX0UB6Q9G1J8RZ24177X3YNK7##3K3R2QNK8EIMAU0VRXQ1H7HAMKS9UF##A3PPLDHC3CG0YN##Blog_180986##q1_a1##31ODACBENWT90WRJTS0LZHTMJFSQSM,Out of 26 claims only 3 where found true . He was disciplined not fired . When she was unsuccessful at that attempt and became governor she used her position to leak his employee file to others . Her husband and staff pressured the commissioner of Public Safety to fire him .,What may happen after the people were pressured ?,The man got fired .,The man got murdered .,None of the above choices .,The man got a promotion .,0
3EPG8DX9LKO80TTMXLWOE35C7SC5PW##3JPSL1DZ5TX8PYRK25GF79CREOWANR##AEZ8HFKNK24Q3##Blog_751905##q1_a2##3FTID4TN8NCV5LNF0TKE0HITQRZYLB,Heaven - Sent Scrapbooking - Our Heaven - Sent Scrapbooking June Cyber Crop is this weekend Saturday 28th of June and Sunday 29th of June ! The first challenges and fun will be posted on Saturday morning and we 'll finish on Sunday night . There are two challenges on Saturday and two on Sunday . There are also some mystery prizes to be won !,What may happen if scrapbooking June Cyber Crop happens this weekend ?,Mystery prizes will be sent to the challenges winners by post .,Those who won Saturday challenges will be sent to Sunday challenges .,They will feel like heaven has come down on Saturday and Sunday .,Participants will win prizes on Saturday and Sunday .,3
3HXCEECSQMR0GL5CVWZNGY5JCZ5YZE##39ZSFO5CA9UWLHEXTC5EE374CJJUJ7##A35BKXOE6C5ITG##Blog_288928##q2_a1##35U0MRQMULLM7CV78ADMLZIT3FPVO3,"Today is only the tenth of the month and already 12 are on it , with the 13th in the wings for after I do my treadmill walking later this morning . Tomorrow is D - Day for my husband . He goes back to the doctor for his neuropathy and get the blood work results . If his cholesterol and triglycerides are normal , we can continue with the occasional meat - based meals that I ' ve come to enjoy again . If not , if they 're still sky - high and if his A1c is high , we 'll be sticking with low - fat vegan , unless the doctor prefers another food plan .",what will happen after they choose a food plan ?,the doctor will give him a new diagnosis,None of the above choices .,the doctor will send him to a different doctor to diagnose his disease,the doctor will give recommendations and look after him,3
3IQ9O0AYW6XI49H8LMO28MAE1B3TIN##3JC6VJ2SACH4Z9LEY5KTDSC5M9R5A2##A1VR49TB3Q4BV8##Blog_36645##q1_a1##3E6L1VR4XY07M93D8ZMOMDTGUJL6FB,"I was given a free orange jumpsuit as an outfit , and then shown my cellmates , Three - Fingered Raul and Bob . I asked Raul why they called him Three - Fingered , and he responded that he likes to bite two fingers off of everyone . He then proceeded to try to do it to me , but I quickly subdued him with my immense kung fu ability . I thought that this was a great place to be , as they had bunked me with someone I could practice karate moves on . After a deeply injured Three - Fingered Raul was hauled elsewhere , the guards arrived with dinner .",What would happen if I did n't eat dinner ?,I would have a full stomach .,I would be full .,I would be hungry .,I would not be hungry .,2
3MYASTQBG79O4I9UC4TWCKJEP18DQ7##3TEM0PF1Q6V3292PL95JMYOKRH2D07##A2JY56TZCEPK3J##Blog_114460##q1_a1##3X4Q1O9UBJ0KWMUBQCA6FL2QHVM7ON,"Hi , everyone . I got an Iphone 3 g last week . I went on itunes and bought music , synched it and everything was wonderful . Today , I went on itunes to buy some more music .",wHAT MAY HAPPEN AFTER BUYING AN IPHONE ?,I may have to upgrade sooner than i thought .,I may have to purchase more memory .,None of the above choices .,My iphone may not have enough memory for downloads .,2
39TX062QX1MAVN895TICTJTVVFE3XG##3R8YZBNQ9IGB9T6EBUWC1C56GL57QY##AUTYWXILTACCR##Blog_690685##q1_a1##3ZURAPD28A1CFN2G2TA7RH2ZMZV1FG,The kids were relentless in their heckling and gave the poor bastard no mercy . I thought for sure that we were going to suffer the same pain but as soon as we started all that worry went away . They really enjoyed us and our show was very tight and it went great . We did a combination of the illusions and tricks as well as the sideshow stuff .,What would have changed if the kids had chosen to heckle the speaker and their friends,They would have felt less confident about their performance and it would have made them uneasy,They would have gotten upset and left halfway through the time they were supposed to have been performing,They would have become argumentative and hostile with the audience and demanded their respect,None of the above choices .,0
39TX062QX1MAVN895TICTJTVVFE3XG##3R8YZBNQ9IGB9T6EBUWC1C56GL57QY##AUTYWXILTACCR##Blog_690685##q1_a2##3VDVA3ILIFTITNYBDDGP922BNEV1GF,The kids were relentless in their heckling and gave the poor bastard no mercy . I thought for sure that we were going to suffer the same pain but as soon as we started all that worry went away . They really enjoyed us and our show was very tight and it went great . We did a combination of the illusions and tricks as well as the sideshow stuff .,What would have changed if the kids had chosen to heckle the speaker and their friends,They would have become argumentative and hostile with the audience and demanded their respect,None of the above choices .,The heckling would have caused them to deliver a substandard performance and they would n't have been their best selves,They would have gotten upset and left halfway through the time they were supposed to have been performing,2
3YOAVL4CA0FKIERS6PBG091CHNU4Z1##3VJ40NV2QJLVMFQ59K79H32ORI9TOM##A1F0NR3E2VWUIO##Blog_1491952##q1_a1##360ZO6N6J3X0A2XSSTTD1D4RHKOM9Q,"Still , he reported me to Paypal , who then after a quick blanket investigation , decided to take away my money , and refund him to which right after I received the product he claimed to not work after 3 weeks of having it . So I just opened it and plugged it in . It works perfectly .",What may happen after testing the product ?,I will received the product and plugged it in .,I will file a counter - claim to PayPal and get back my money .,I will file a counter - claim to PayPal after I get my money .,None of the above choices .,1
